--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
010 Caterpie   : MEDITATE at level 1, IRON DEFENSE at level 1, FLATTER at level 1, LUSTER PURGE at level 1
011 Metapod    : SLAM at level 1, CRUNCH at level 1, ERUPTION at level 1, AEROBLAST at level 1, MIRROR COAT at level 7
012 Butterfree : GIGA DRAIN at level 1, METEOR MASH at level 1, ROCK TOMB at level 1, ICE BEAM at level 1, CLAMP at level 10, DOUBLESLAP at level 13, ENCORE at level 14, GROWTH at level 15, CONVERSION 2 at level 18, HYDRO CANNON at level 23, COVET at level 28, THRASH at level 34, ENDURE at level 40, COSMIC POWER at level 47
013 Weedle     : IRON TAIL at level 1, BLAZE KICK at level 1, STEEL WING at level 1, CRUSH CLAW at level 1
014 Kakuna     : DREAM EATER at level 1, COUNTER at level 1, ROLE PLAY at level 1, ASTONISH at level 1, EGG BOMB at level 7
015 Beedrill   : FAKE TEARS at level 1, BOUNCE at level 1, FAKE OUT at level 1, UPROAR at level 1, FISSURE at level 10, TRIPLE KICK at level 15, PECK at level 20, BLAZE KICK at level 25, COSMIC POWER at level 30, EMBER at level 35, MINIMIZE at level 40, CAMOUFLAGE at level 45
016 Pidgey     : DISABLE at level 1, AURORA BEAM at level 1, RAIN DANCE at level 1, PURSUIT at level 1, SWEET KISS at level 5, SLACK OFF at level 9, MIRROR COAT at level 13, ODOR SLEUTH at level 19, SLEEP POWDER at level 25, TORMENT at level 31, THUNDERSHOCK at level 39, SLUDGE at level 47
017 Pidgeotto  : MINIMIZE at level 1, SUBMISSION at level 1, EGG BOMB at level 1, IRON TAIL at level 1, PSYCH UP at level 5, FLAIL at level 9, THUNDERPUNCH at level 13, SUPER FANG at level 20, FACADE at level 27, METAL SOUND at level 34, ICE BEAM at level 43, SNORE at level 52
018 Pidgeot    : OCTAZOOKA at level 1, MAGICAL LEAF at level 1, FIRE BLAST at level 1, AIR CUTTER at level 1, GIGA DRAIN at level 5, JUMP KICK at level 9, PETAL DANCE at level 13, POISON GAS at level 20, THUNDERBOLT at level 27, LICK at level 34, GRASSWHISTLE at level 48, TWINEEDLE at level 62
019 Rattata    : WISH at level 1, LEECH SEED at level 1, MEMENTO at level 1, WING ATTACK at level 1, TAIL WHIP at level 7, CROSS CHOP at level 13, DREAM EATER at level 20, SLAM at level 27, CONFUSION at level 34, SWEET KISS at level 41
020 Raticate   : SUBSTITUTE at level 1, CONVERSION at level 1, NATURE POWER at level 1, POISON STING at level 1, YAWN at level 7, SANDSTORM at level 13, REST at level 20, AEROBLAST at level 30, SPIT UP at level 40, TEETER DANCE at level 50
021 Spearow    : REFRESH at level 1, YAWN at level 1, PECK at level 1, MACH PUNCH at level 1, TOXIC at level 7, MIND READER at level 13, SMELLINGSALT at level 19, WATER SPOUT at level 25, MIST BALL at level 31, SUBSTITUTE at level 37, CALM MIND at level 43
022 Fearow     : LOW KICK at level 1, SHADOW PUNCH at level 1, WATER PULSE at level 1, SUBMISSION at level 1, POWDER SNOW at level 7, IRON DEFENSE at level 13, VITAL THROW at level 26, CRUSH CLAW at level 32, IRON TAIL at level 40, ICY WIND at level 47
023 Ekans      : DISABLE at level 1, ASTONISH at level 1, PIN MISSILE at level 1, ABSORB at level 1, ROLLING KICK at level 8, BLAST BURN at level 13, DOOM DESIRE at level 20, DOUBLESLAP at level 25, METAL CLAW at level 32, BUBBLE at level 37, WRAP at level 37, AEROBLAST at level 37, ANCIENTPOWER at level 44
024 Arbok      : WRAP at level 1, TAUNT at level 1, FEATHERDANCE at level 1, PAY DAY at level 1, KINESIS at level 8, SEISMIC TOSS at level 13, EXPLOSION at level 20, EMBER at level 28, DIZZY PUNCH at level 38, SLEEP POWDER at level 46, ABSORB at level 46, MUD SHOT at level 46, COMET PUNCH at level 56
025 Pikachu    : TACKLE at level 1, SAND TOMB at level 1, ICE BALL at level 1, TAKE DOWN at level 1, SANDSTORM at level 6, SPIDER WEB at level 8, NEEDLE ARM at level 11, POWDER SNOW at level 15, CURSE at level 20, MEGA KICK at level 26, SWIFT at level 33, SHADOW BALL at level 41, TAIL GLOW at level 50
026 Raichu     : DRILL PECK at level 1, SMOKESCREEN at level 1, STOMP at level 1, MUD SHOT at level 1
027 Sandshrew  : MAGIC COAT at level 1, SWORDS DANCE at level 1, DOUBLE TEAM at level 1, VOLT TACKLE at level 1, RAGE at level 6, AROMATHERAPY at level 11, METAL SOUND at level 17, PERISH SONG at level 23, STOMP at level 30, RAZOR WIND at level 37, RECOVER at level 45, ATTRACT at level 53
028 Sandslash  : SONICBOOM at level 1, INGRAIN at level 1, AROMATHERAPY at level 1, ASTONISH at level 1, FLAME WHEEL at level 6, SUNNY DAY at level 11, TACKLE at level 17, ROCK BLAST at level 24, ROLLOUT at level 33, SELFDESTRUCT at level 42, BULLET SEED at level 52, SANDSTORM at level 62
029 Nidoran♀   : SWORDS DANCE at level 1, HYPER BEAM at level 1, ICICLE SPEAR at level 1, DOUBLE-EDGE at level 1, MEGA PUNCH at level 8, SLAM at level 12, HYDRO PUMP at level 17, COTTON SPORE at level 20, SMELLINGSALT at level 23, PROTECT at level 30, FIRE BLAST at level 38, PSYWAVE at level 47
030 Nidorina   : REST at level 1, FALSE SWIPE at level 1, OUTRAGE at level 1, LICK at level 1, MIRROR MOVE at level 8, MUDDY WATER at level 12, PRESENT at level 18, DIZZY PUNCH at level 22, TWINEEDLE at level 26, SUNNY DAY at level 34, BONE CLUB at level 43, ERUPTION at level 53
031 Nidoqueen  : ENDURE at level 1, SPIKES at level 1, BLOCK at level 1, OUTRAGE at level 1, SUBSTITUTE at level 23
032 Nidoran♂   : ZAP CANNON at level 1, SWIFT at level 1, MEAN LOOK at level 1, THUNDER at level 1, SNORE at level 8, NIGHTMARE at level 12, SILVER WIND at level 17, SLASH at level 20, TEETER DANCE at level 23, RAZOR WIND at level 30, HYDRO PUMP at level 38, VICEGRIP at level 47
033 Nidorino   : SCRATCH at level 1, RAPID SPIN at level 1, LIGHT SCREEN at level 1, TWISTER at level 1, BITE at level 8, MUD SPORT at level 12, ICICLE SPEAR at level 18, CHARGE at level 22, BARRIER at level 26, WATER SPOUT at level 34, HAIL at level 43, ASSIST at level 53
034 Nidoking   : AURORA BEAM at level 1, MIST at level 1, MAGIC COAT at level 1, MACH PUNCH at level 1, MOONLIGHT at level 23
035 Clefairy   : SWAGGER at level 1, POISON TAIL at level 1, DOUBLE-EDGE at level 1, EXTREMESPEED at level 1, SKY ATTACK at level 5, FOLLOW ME at level 9, ABSORB at level 13, HEAT WAVE at level 17, ROCK THROW at level 21, SMOG at level 25, ARM THRUST at level 29, FLAIL at level 33, HYDRO PUMP at level 37, GROWL at level 41, CHARM at level 45
036 Clefable   : AIR CUTTER at level 1, SWORDS DANCE at level 1, TWISTER at level 1, BEAT UP at level 1
037 Vulpix     : SUBSTITUTE at level 1, GIGA DRAIN at level 1, REST at level 1, KNOCK OFF at level 1, HAIL at level 5, WING ATTACK at level 9, MIRROR MOVE at level 13, COUNTER at level 17, METEOR MASH at level 21, HYPNOSIS at level 25, COMET PUNCH at level 29, FURY SWIPES at level 33, ERUPTION at level 37, CHARGE at level 41
038 Ninetales  : JUMP KICK at level 1, RAZOR LEAF at level 1, FURY CUTTER at level 1, ABSORB at level 1, DRAGON DANCE at level 45
039 Jigglypuff : BLOCK at level 1, FIRE PUNCH at level 1, GUILLOTINE at level 1, RAPID SPIN at level 1, SLACK OFF at level 4, OCTAZOOKA at level 9, SANDSTORM at level 14, FRENZY PLANT at level 19, POISON GAS at level 24, ODOR SLEUTH at level 29, DIG at level 34, RAZOR WIND at level 39, SELFDESTRUCT at level 44, TAIL WHIP at level 49
040 Wigglytuff : PROTECT at level 1, SLACK OFF at level 1, THRASH at level 1, POUND at level 1
041 Zubat      : REFLECT at level 1, LEAF BLADE at level 1, PSYCHIC at level 1, FIRE PUNCH at level 1, SKY ATTACK at level 6, STOCKPILE at level 11, VITAL THROW at level 16, RAPID SPIN at level 21, TACKLE at level 26, NATURE POWER at level 31, ODOR SLEUTH at level 36, PAY DAY at level 41, WATER SPOUT at level 46
042 Golbat     : CURSE at level 1, TRICK at level 1, FLAMETHROWER at level 1, WEATHER BALL at level 1, FAKE OUT at level 6, BLAST BURN at level 11, THRASH at level 16, LIGHT SCREEN at level 21, SMELLINGSALT at level 28, CONVERSION 2 at level 35, TAIL GLOW at level 42, SCREECH at level 49, SPITE at level 56
043 Oddish     : THIEF at level 1, BEAT UP at level 1, REVENGE at level 1, VITAL THROW at level 1, MUD SHOT at level 7, SELFDESTRUCT at level 14, SLACK OFF at level 16, TWINEEDLE at level 18, SAFEGUARD at level 23, SKY ATTACK at level 32, REST at level 39
044 Gloom      : POISON GAS at level 1, DRAGON CLAW at level 1, YAWN at level 1, AIR CUTTER at level 1, UPROAR at level 7, GRASSWHISTLE at level 14, TAIL WHIP at level 16, REFRESH at level 18, STOMP at level 24, BRICK BREAK at level 35, ROLE PLAY at level 44
045 Vileplume  : FLAIL at level 1, DOUBLE TEAM at level 1, NIGHTMARE at level 1, EARTHQUAKE at level 1, CRUSH CLAW at level 44
046 Paras      : FIRE PUNCH at level 1, MEGA KICK at level 1, WING ATTACK at level 1, SIGNAL BEAM at level 1, MEGAHORN at level 7, SUBMISSION at level 13, VOLT TACKLE at level 19, TAUNT at level 25, FLAMETHROWER at level 31, EMBER at level 37, SHADOW PUNCH at level 43, AGILITY at level 49
047 Parasect   : DOUBLE TEAM at level 1, CONVERSION 2 at level 1, TRICK at level 1, NEEDLE ARM at level 1, EXTREMESPEED at level 7, SKY UPPERCUT at level 13, ASTONISH at level 19, SCREECH at level 27, BLIZZARD at level 35, SANDSTORM at level 43, COUNTER at level 51, SCARY FACE at level 59
048 Venonat    : BOUNCE at level 1, METAL SOUND at level 1, SANDSTORM at level 1, WHIRLPOOL at level 1, MORNING SUN at level 9, ENCORE at level 17, SPIT UP at level 20, VITAL THROW at level 25, CLAMP at level 28, PSYCHO BOOST at level 33, FURY ATTACK at level 36, GRASSWHISTLE at level 41
049 Venomoth   : TORMENT at level 1, NATURE POWER at level 1, ASSIST at level 1, SKETCH at level 1, THUNDERPUNCH at level 1, COMET PUNCH at level 9, SWALLOW at level 17, SLUDGE BOMB at level 20, PSYBEAM at level 25, SPITE at level 28, TRI ATTACK at level 31, INGRAIN at level 36, ROAR at level 42, BODY SLAM at level 52
050 Diglett    : COVET at level 1, ASSIST at level 1, SWAGGER at level 1, MACH PUNCH at level 1, INGRAIN at level 5, SPITE at level 9, AERIAL ACE at level 17, AMNESIA at level 25, SILVER WIND at level 33, YAWN at level 41, COUNTER at level 49
051 Dugtrio    : HAZE at level 1, POISON STING at level 1, THUNDER WAVE at level 1, VITAL THROW at level 1, SLEEP TALK at level 5, SUPERSONIC at level 9, LICK at level 17, SPITE at level 25, ROAR at level 26, FORESIGHT at level 38, KARATE CHOP at level 51, BODY SLAM at level 64
052 Meowth     : BIDE at level 1, SIGNAL BEAM at level 1, FIRE SPIN at level 1, DRILL PECK at level 1, THUNDERBOLT at level 11, DOUBLE TEAM at level 20, DREAM EATER at level 28, DISABLE at level 35, FORESIGHT at level 41, FAKE TEARS at level 46, WEATHER BALL at level 50
053 Persian    : GRUDGE at level 1, CONVERSION at level 1, PSYCHIC at level 1, HYDRO CANNON at level 1, HEAT WAVE at level 11, PAIN SPLIT at level 20, AROMATHERAPY at level 29, DREAM EATER at level 38, HEAL BELL at level 46, MEGA PUNCH at level 53, MORNING SUN at level 59
054 Psyduck    : PSYBEAM at level 1, SPIKES at level 1, PSYCHIC at level 1, BRICK BREAK at level 1, CONSTRICT at level 5, BUBBLEBEAM at level 10, SLACK OFF at level 16, TAIL WHIP at level 23, DEFENSE CURL at level 31, PAY DAY at level 40, WEATHER BALL at level 50
055 Golduck    : AERIAL ACE at level 1, SLAM at level 1, RECYCLE at level 1, AIR CUTTER at level 1, SLEEP TALK at level 5, AURORA BEAM at level 10, CRUNCH at level 16, SPIKE CANNON at level 23, METAL CLAW at level 31, REVENGE at level 44, IMPRISON at level 58
056 Mankey     : COSMIC POWER at level 1, FLAIL at level 1, ROLLING KICK at level 1, POISON STING at level 1, FURY ATTACK at level 9, UPROAR at level 15, GROWL at level 21, DRAGON DANCE at level 27, AURORA BEAM at level 33, ICE BEAM at level 39, SONICBOOM at level 45, GRASSWHISTLE at level 51
057 Primeape   : SWALLOW at level 1, UPROAR at level 1, PAY DAY at level 1, BODY SLAM at level 1, TRIPLE KICK at level 9, ATTRACT at level 15, WRAP at level 21, IMPRISON at level 27, SPIKES at level 28, PSYCH UP at level 36, SWAGGER at level 45, SUNNY DAY at level 54, DRILL PECK at level 63
058 Growlithe  : MEGA DRAIN at level 1, CLAMP at level 1, RETURN at level 1, SHADOW BALL at level 1, SECRET POWER at level 7, SELFDESTRUCT at level 13, CALM MIND at level 19, VITAL THROW at level 25, CURSE at level 31, FEATHERDANCE at level 37, UPROAR at level 43, AMNESIA at level 49
059 Arcanine   : CHARM at level 1, COUNTER at level 1, TRIPLE KICK at level 1, MUD-SLAP at level 1, METAL SOUND at level 49
060 Poliwag    : COVET at level 1, TEETER DANCE at level 1, ENDURE at level 1, EARTHQUAKE at level 1, ROAR at level 7, STEEL WING at level 13, STOCKPILE at level 19, THUNDERSHOCK at level 25, SING at level 31, FOLLOW ME at level 37, ICICLE SPEAR at level 43
061 Poliwhirl  : ROLLOUT at level 1, RAPID SPIN at level 1, RAIN DANCE at level 1, WING ATTACK at level 1, FLATTER at level 7, FOCUS ENERGY at level 13, GLARE at level 19, KINESIS at level 27, TWISTER at level 35, HORN ATTACK at level 43, BITE at level 51
062 Poliwrath  : MILK DRINK at level 1, THIEF at level 1, PETAL DANCE at level 1, SMELLINGSALT at level 1, GUST at level 35, MOONLIGHT at level 51
063 Abra       : SCARY FACE at level 1, WEATHER BALL at level 1, TRICK at level 1, SPARK at level 1
064 Kadabra    : CRUNCH at level 1, SKETCH at level 1, SLACK OFF at level 1, HYPER BEAM at level 1, BONEMERANG at level 16, HORN DRILL at level 18, RETURN at level 21, HYPER VOICE at level 23, WATER PULSE at level 25, BITE at level 30, RAPID SPIN at level 33, NEEDLE ARM at level 36, SMOKESCREEN at level 43
065 Alakazam   : HAIL at level 1, HORN ATTACK at level 1, IRON DEFENSE at level 1, HYPER VOICE at level 1, LEER at level 16, GUST at level 18, QUICK ATTACK at level 21, FURY SWIPES at level 23, FOCUS ENERGY at level 25, WEATHER BALL at level 30, SUPERSONIC at level 33, EXPLOSION at level 36, STEEL WING at level 43
066 Machop     : DESTINY BOND at level 1, QUICK ATTACK at level 1, REVERSAL at level 1, SUPERPOWER at level 1, ARM THRUST at level 7, BLIZZARD at level 13, RAZOR LEAF at level 19, SNATCH at level 22, LOVELY KISS at level 25, BELLY DRUM at level 31, YAWN at level 37, SWALLOW at level 40, PAIN SPLIT at level 43, CONFUSE RAY at level 49
067 Machoke    : WATER GUN at level 1, METAL CLAW at level 1, WHIRLPOOL at level 1, BLAST BURN at level 1, FOCUS PUNCH at level 7, ATTRACT at level 13, ROCK THROW at level 19, TORMENT at level 22, BLOCK at level 25, SONICBOOM at level 33, SPIDER WEB at level 41, BONE CLUB at level 46, CRUNCH at level 51, SHEER COLD at level 59
068 Machamp    : RECYCLE at level 1, PSYBEAM at level 1, RECOVER at level 1, HORN ATTACK at level 1, EXPLOSION at level 7, SPIKE CANNON at level 13, LEECH SEED at level 19, ICE PUNCH at level 22, FORESIGHT at level 25, SONICBOOM at level 33, POISONPOWDER at level 41, FURY SWIPES at level 46, DEFENSE CURL at level 51, TWINEEDLE at level 59
069 Bellsprout : BITE at level 1, REST at level 1, SELFDESTRUCT at level 1, LICK at level 1, SCREECH at level 6, DRAGON DANCE at level 11, FOCUS PUNCH at level 15, TRIPLE KICK at level 17, FIRE PUNCH at level 19, TACKLE at level 23, METRONOME at level 30, ABSORB at level 37, SUBMISSION at level 45
070 Weepinbell : LEECH SEED at level 1, EXPLOSION at level 1, BRICK BREAK at level 1, SIGNAL BEAM at level 1, KINESIS at level 6, POISON GAS at level 11, THUNDERBOLT at level 15, MIST BALL at level 17, FALSE SWIPE at level 19, SNORE at level 24, FLAMETHROWER at level 33, TRI ATTACK at level 42, SWALLOW at level 54
071 Victreebel : JUMP KICK at level 1, WATER SPOUT at level 1, MAGNITUDE at level 1, BLAST BURN at level 1
072 Tentacool  : ICICLE SPEAR at level 1, TORMENT at level 1, SLEEP TALK at level 1, ICE PUNCH at level 1, VOLT TACKLE at level 6, WEATHER BALL at level 12, MEDITATE at level 19, FALSE SWIPE at level 25, SHOCK WAVE at level 30, BLIZZARD at level 36, SONICBOOM at level 43, BLOCK at level 49
073 Tentacruel : PRESENT at level 1, LEECH LIFE at level 1, FISSURE at level 1, DYNAMICPUNCH at level 1, ROCK THROW at level 6, LOVELY KISS at level 12, IRON TAIL at level 19, THIEF at level 25, PURSUIT at level 30, FURY ATTACK at level 38, FIRE PUNCH at level 47, POISON GAS at level 55
074 Geodude    : SKY UPPERCUT at level 1, REFLECT at level 1, MUDDY WATER at level 1, HYPER BEAM at level 1, STUN SPORE at level 6, NIGHTMARE at level 11, ROCK SLIDE at level 16, SNATCH at level 21, EMBER at level 26, MACH PUNCH at level 31, MIMIC at level 36, INGRAIN at level 41, SOLARBEAM at level 46
075 Graveler   : MEAN LOOK at level 1, MILK DRINK at level 1, FIRE BLAST at level 1, WRAP at level 1, FLATTER at level 6, SHEER COLD at level 11, QUICK ATTACK at level 16, TRI ATTACK at level 21, HARDEN at level 29, BLAST BURN at level 37, SWAGGER at level 45, SNATCH at level 53, ODOR SLEUTH at level 62
076 Golem      : BLIZZARD at level 1, BULLET SEED at level 1, SLACK OFF at level 1, SMELLINGSALT at level 1, TELEPORT at level 6, WISH at level 11, RETURN at level 16, SANDSTORM at level 21, RAIN DANCE at level 29, FOLLOW ME at level 37, CLAMP at level 45, MEGA DRAIN at level 53, ROLLOUT at level 62
077 Ponyta     : EXTRASENSORY at level 1, BIDE at level 1, PECK at level 1, BITE at level 1, TAKE DOWN at level 5, IMPRISON at level 9, SPIKE CANNON at level 14, SUPERSONIC at level 19, LICK at level 25, AERIAL ACE at level 31, ROCK BLAST at level 38, FALSE SWIPE at level 45, GUILLOTINE at level 53
078 Rapidash   : BEAT UP at level 1, EMBER at level 1, PAY DAY at level 1, GIGA DRAIN at level 1, SHOCK WAVE at level 5, SWORDS DANCE at level 9, KINESIS at level 14, FACADE at level 19, REST at level 25, DRAGON RAGE at level 31, TACKLE at level 38, MINIMIZE at level 40, SWEET SCENT at level 50, SLEEP TALK at level 63
079 Slowpoke   : SCARY FACE at level 1, VICEGRIP at level 1, FEATHERDANCE at level 1, QUICK ATTACK at level 1, TWINEEDLE at level 6, LEECH SEED at level 15, VINE WHIP at level 20, TAIL WHIP at level 29, SIGNAL BEAM at level 34, HEADBUTT at level 43, WATER SPORT at level 48
080 Slowbro    : SLEEP TALK at level 1, THUNDERPUNCH at level 1, UPROAR at level 1, BITE at level 1, RECOVER at level 6, ANCIENTPOWER at level 15, FURY ATTACK at level 20, BELLY DRUM at level 29, CALM MIND at level 34, ROLE PLAY at level 37, MAGNITUDE at level 46, MEGA KICK at level 54
081 Magnemite  : REVENGE at level 1, AROMATHERAPY at level 1, BIDE at level 1, HEAT WAVE at level 1, SLUDGE BOMB at level 6, ERUPTION at level 11, BARRIER at level 16, MAGNITUDE at level 21, HAIL at level 26, SKETCH at level 32, SECRET POWER at level 38, CHARGE at level 44, CONFUSE RAY at level 50
082 Magneton   : BATON PASS at level 1, POISON FANG at level 1, SPITE at level 1, WEATHER BALL at level 1, OCTAZOOKA at level 6, LUSTER PURGE at level 11, PRESENT at level 16, VICEGRIP at level 21, DRAGONBREATH at level 26, LICK at level 35, NEEDLE ARM at level 44, HYPER FANG at level 53, FOCUS ENERGY at level 62
083 Farfetch’D : BODY SLAM at level 1, ICE BEAM at level 1, TELEPORT at level 1, DOUBLE-EDGE at level 1, POISON STING at level 6, REST at level 11, SEISMIC TOSS at level 16, STOMP at level 21, BITE at level 26, NIGHT SHADE at level 31, GROWL at level 36, BLIZZARD at level 41, BOUNCE at level 46
084 Doduo      : BIND at level 1, LOVELY KISS at level 1, SAFEGUARD at level 1, ROCK THROW at level 1, WATER GUN at level 9, RAZOR WIND at level 13, HEAL BELL at level 21, PAIN SPLIT at level 25, SPIDER WEB at level 33, NEEDLE ARM at level 37, SUBMISSION at level 45
085 Dodrio     : CONSTRICT at level 1, SAND-ATTACK at level 1, EXTREMESPEED at level 1, LEECH LIFE at level 1, ANCIENTPOWER at level 9, OVERHEAT at level 13, FACADE at level 21, ENCORE at level 25, CALM MIND at level 38, PSYBEAM at level 47, RAZOR WIND at level 60
086 Seel       : ASTONISH at level 1, MEGA PUNCH at level 1, ATTRACT at level 1, SCRATCH at level 1, SUPERSONIC at level 9, SLAM at level 17, BARRAGE at level 21, BELLY DRUM at level 29, PECK at level 37, BATON PASS at level 41, GROWL at level 49
087 Dewgong    : STOCKPILE at level 1, TRIPLE KICK at level 1, SPARK at level 1, CROSS CHOP at level 1, RECYCLE at level 9, PURSUIT at level 17, ROLE PLAY at level 21, HELPING HAND at level 29, ICE BALL at level 34, BITE at level 42, AGILITY at level 51, SPIKE CANNON at level 64
088 Grimer     : WEATHER BALL at level 1, EXTRASENSORY at level 1, VINE WHIP at level 1, FRENZY PLANT at level 1, FRUSTRATION at level 4, EGG BOMB at level 8, AIR CUTTER at level 13, PSYCHO BOOST at level 19, DESTINY BOND at level 26, WATER SPORT at level 34, HOWL at level 43, MUDDY WATER at level 53
089 Muk        : SLUDGE BOMB at level 1, EGG BOMB at level 1, EXPLOSION at level 1, EARTHQUAKE at level 1, SYNTHESIS at level 4, GRUDGE at level 8, AROMATHERAPY at level 13, TELEPORT at level 19, ABSORB at level 26, ICICLE SPEAR at level 34, SCRATCH at level 47, VITAL THROW at level 61
090 Shellder   : STRING SHOT at level 1, SHOCK WAVE at level 1, WRAP at level 1, VINE WHIP at level 1, GRUDGE at level 9, AROMATHERAPY at level 17, THUNDER at level 25, SHEER COLD at level 33, LEECH LIFE at level 41, WILL-O-WISP at level 49
091 Cloyster   : TACKLE at level 1, POISON TAIL at level 1, KNOCK OFF at level 1, ABSORB at level 1, BIND at level 33, TOXIC at level 41
092 Gastly     : TICKLE at level 1, PECK at level 1, PSYCH UP at level 1, UPROAR at level 1, SHOCK WAVE at level 8, HYPNOSIS at level 13, KNOCK OFF at level 16, CONVERSION 2 at level 21, CAMOUFLAGE at level 28, SPIKES at level 33, SAND-ATTACK at level 36
093 Haunter    : SKETCH at level 1, SCARY FACE at level 1, KINESIS at level 1, BLAST BURN at level 1, RAIN DANCE at level 8, INGRAIN at level 13, FLAME WHEEL at level 16, HYDRO CANNON at level 21, HIDDEN POWER at level 25, HEAL BELL at level 31, CROSS CHOP at level 39, SLEEP POWDER at level 48
094 Gengar     : DRAGON CLAW at level 1, IRON DEFENSE at level 1, CONSTRICT at level 1, DIG at level 1, SNORE at level 8, TAUNT at level 13, HYDRO CANNON at level 16, HELPING HAND at level 21, MUD SPORT at level 25, CHARGE at level 31, LEECH LIFE at level 39, CONVERSION at level 48
095 Onix       : SWORDS DANCE at level 1, DESTINY BOND at level 1, REFLECT at level 1, TRI ATTACK at level 1, SAND TOMB at level 9, HEAT WAVE at level 13, THUNDER WAVE at level 21, WATER PULSE at level 25, OUTRAGE at level 33, SACRED FIRE at level 37, CONVERSION at level 45, SUPERPOWER at level 49, LEAF BLADE at level 57
096 Drowzee    : OCTAZOOKA at level 1, HAZE at level 1, HYPER VOICE at level 1, RAZOR WIND at level 1, SHOCK WAVE at level 10, SUNNY DAY at level 18, HELPING HAND at level 25, CONFUSION at level 31, HORN DRILL at level 36, BARRIER at level 40, VITAL THROW at level 43, RAIN DANCE at level 45
097 Hypno      : SLUDGE at level 1, WATER SPOUT at level 1, SHADOW BALL at level 1, BLAST BURN at level 1, BIDE at level 10, FURY CUTTER at level 18, KINESIS at level 25, CONVERSION 2 at level 33, MINIMIZE at level 40, TRICK at level 49, FOCUS ENERGY at level 55, SWAGGER at level 60
098 Krabby     : TELEPORT at level 1, MEDITATE at level 1, SNATCH at level 1, ROCK SLIDE at level 1, ASTONISH at level 5, VOLT TACKLE at level 12, DIG at level 16, ROCK TOMB at level 23, ROAR at level 27, LEER at level 34, GRUDGE at level 41, BLIZZARD at level 45
099 Kingler    : DRAGON DANCE at level 1, COVET at level 1, ROCK THROW at level 1, FACADE at level 1, SLEEP POWDER at level 5, METEOR MASH at level 12, FLAME WHEEL at level 16, DRAGONBREATH at level 23, SHARPEN at level 27, POISONPOWDER at level 38, RAPID SPIN at level 49, THUNDER at level 57
100 Voltorb    : NIGHTMARE at level 1, LOW KICK at level 1, FIRE PUNCH at level 1, VINE WHIP at level 1, ABSORB at level 8, LUSTER PURGE at level 15, BONE RUSH at level 21, FALSE SWIPE at level 27, UPROAR at level 32, SLEEP POWDER at level 37, SWEET SCENT at level 42, BEAT UP at level 46, FUTURE SIGHT at level 49
101 Electrode  : JUMP KICK at level 1, STEEL WING at level 1, GUILLOTINE at level 1, PECK at level 1, MEGA PUNCH at level 8, POISON STING at level 15, SHADOW BALL at level 21, COMET PUNCH at level 27, MIST BALL at level 34, FLAMETHROWER at level 41, MINIMIZE at level 48, WRAP at level 54, SLUDGE BOMB at level 59
102 Exeggcute  : AGILITY at level 1, SHEER COLD at level 1, INGRAIN at level 1, FACADE at level 1, COTTON SPORE at level 7, LEER at level 13, REST at level 19, LUSTER PURGE at level 25, JUMP KICK at level 31, NIGHTMARE at level 37, LEECH LIFE at level 43
103 Exeggutor  : ABSORB at level 1, HYDRO PUMP at level 1, WATER SPORT at level 1, ICY WIND at level 1, BUBBLE at level 19, SWEET KISS at level 31
104 Cubone     : RECYCLE at level 1, NATURE POWER at level 1, SMOG at level 1, DIG at level 1, THUNDERPUNCH at level 5, FLAMETHROWER at level 9, CROSS CHOP at level 13, FEATHERDANCE at level 17, SLACK OFF at level 21, BOUNCE at level 25, HAIL at level 29, WATER SPOUT at level 33, TWINEEDLE at level 37, ENDURE at level 41, ERUPTION at level 45
105 Marowak    : BUBBLE at level 1, SANDSTORM at level 1, COUNTER at level 1, DIG at level 1, SMOKESCREEN at level 5, SUPERSONIC at level 9, HYPER BEAM at level 13, TRIPLE KICK at level 17, ANCIENTPOWER at level 21, HORN DRILL at level 25, TEETER DANCE at level 32, METAL CLAW at level 39, FEATHERDANCE at level 46, CRUNCH at level 53, EGG BOMB at level 61
106 Hitmonlee  : SKY ATTACK at level 1, COMET PUNCH at level 1, COVET at level 1, FACADE at level 1, SLUDGE BOMB at level 6, SHADOW PUNCH at level 11, SILVER WIND at level 16, REVENGE at level 20, SCREECH at level 21, STRING SHOT at level 26, THUNDERPUNCH at level 31, THUNDER WAVE at level 36, SING at level 41, SONICBOOM at level 46, PECK at level 51
107 Hitmonchan : SANDSTORM at level 1, KARATE CHOP at level 1, LEAF BLADE at level 1, SILVER WIND at level 1, MUD-SLAP at level 7, IRON DEFENSE at level 13, HYPER FANG at level 20, SCREECH at level 26, TACKLE at level 26, DEFENSE CURL at level 26, COMET PUNCH at level 32, SWEET KISS at level 38, BLIZZARD at level 44, TAIL WHIP at level 50
108 Lickitung  : BLAZE KICK at level 1, HAIL at level 1, SMOKESCREEN at level 1, VINE WHIP at level 1, VICEGRIP at level 7, SKULL BASH at level 12, WATER PULSE at level 18, EXPLOSION at level 23, SLASH at level 29, HEADBUTT at level 34, CONFUSION at level 40, PAY DAY at level 45, DREAM EATER at level 51
