--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
155|HUESOMERANG    |GROUND  |   50|  80| 20
156|DESCANSO       |PSYCHIC |    0|   0| 15
157|AVALANCHA      |ROCK    |   95| 100| 15
158|HIP.COLMILLO   |NORMAL  |   35| 100| 15
159|AFILAR         |NORMAL  |    0|   0| 25
160|CONVERSIÓN     |NORMAL  |    0|   0| 25
161|TRIATAQUE      |NORMAL  |   80| 100| 30
162|SUPERDIENTE    |NORMAL  |    1| 100| 25
163|CUCHILLADA     |NORMAL  |   30|  95| 20
164|SUSTITUTO      |NORMAL  |    0|   0| 25
165|COMBATE        |NORMAL  |   50| 100|  1
166|ESQUEMA        |NORMAL  |    0|   0| 25
167|TRIPLEPATADA   |FIGHTING|   20| 100| 20
168|LADRÓN         |DARK    |   50|  95| 40
169|TELARAÑA       |BUG     |    0|  85| 30
170|TELÉPATA       |NORMAL  |    0|  55| 20
171|PESADILLA      |GHOST   |    0| 100| 20
172|RUEDA FUEGO    |FIRE    |   85|  90| 25
173|RONQUIDO       |NORMAL  |   90| 100| 20
174|MALDICIÓN      |???     |    0|   0| 15
175|AZOTE          |NORMAL  |    1|  90| 20
176|CONVERSIÓN2    |NORMAL  |    0| 100| 20
177|AEROCHORRO     |FLYING  |  105|  80| 20
178|ESPORAGODÓN    |GRASS   |    0|  80| 20
179|INVERSIÓN      |FIGHTING|    1|  75| 35
180|RENCOR         |GHOST   |    0| 100| 25
181|NIEVE POLVO    |ICE     |   60| 100| 15
182|PROTECCIÓN     |NORMAL  |    0|   0| 25
183|ULTRAPUÑO      |FIGHTING|   60|  95| 15
184|CARA SUSTO     |NORMAL  |    0|  90| 25
185|FINTA          |DARK    |   75|   0| 15
186|BESO DULCE     |NORMAL  |    0|  90| 15
187|TAMBOR         |NORMAL  |    0|   0| 40
188|BOMBA LODO     |POISON  |   50| 100|  5
189|BOFETÓN LODO   |GROUND  |   60| 100| 20
190|PULPOCAÑÓN     |WATER   |  100| 100| 15
191|PÚAS           |GROUND  |    0|   0| 30
192|ELECTROCAÑÓN   |ELECTRIC|   90|  45| 20
193|PROFECÍA       |NORMAL  |    0| 100| 25
194|MISMODESTINO   |GHOST   |    0|   0| 25
195|CANTO MORTAL   |NORMAL  |    0|   0| 20
196|VIENTO HIELO   |ICE     |   85|  95| 15
197|DETECCIÓN      |FIGHTING|    0|   0| 20
198|ATAQUE ÓSEO    |GROUND  |   20|  70| 20
199|FIJAR BLANCO   |NORMAL  |    0| 100| 25
200|ENFADO         |DRAGON  |   90|  95| 15
201|TORM. ARENA    |ROCK    |    0|   0| 20
202|GIGADRENADO    |GRASS   |   35|  90| 20
203|AGUANTE        |NORMAL  |    0|   0| 20
204|ENCANTO        |NORMAL  |    0| 100| 20
205|DESENROLLAR    |ROCK    |   65| 100| 35
206|FALSOTORTAZO   |NORMAL  |   85|  85| 35
207|CONTONEO       |NORMAL  |    0|  90| 15
208|BATIDO         |NORMAL  |    0|   0| 15
209|CHISPA         |ELECTRIC|   85|  90| 35
210|CORTEFURIA     |BUG     |   65|  90| 15
211|ALA DE ACERO   |STEEL   |   80| 100| 20
212|MAL DE OJO     |NORMAL  |    0| 100| 15
213|ATRACCIÓN      |NORMAL  |    0|  95| 20
214|SONÁMBULO      |NORMAL  |    0|   0| 15
215|CAMPANA CURA   |NORMAL  |    0|   0| 40
216|RETROCESO      |NORMAL  |    1|  95| 35
217|PRESENTE       |NORMAL  |    1|  60| 25
218|FRUSTRACIÓN    |NORMAL  |    1|  85| 40
219|VELO SAGRADO   |NORMAL  |    0|   0| 15
220|DIVIDE DOLOR   |NORMAL  |    0|  90| 20
221|FUEGOSAGRADO   |FIRE    |  200|  95| 40
222|MAGNITUD       |GROUND  |    1|  95| 15
223|PUÑODINÁMICO   |FIGHTING|   65|  35| 25
224|MEGACUERNO     |BUG     |   90|  80| 15
225|DRAGOALIENTO   |DRAGON  |   55| 100| 15
226|RELEVO         |NORMAL  |    0|   0| 20
227|OTRA VEZ       |NORMAL  |    0| 100| 15
228|PERSECUCIÓN    |DARK    |   90|  95| 20
229|GIRO RÁPIDO    |NORMAL  |   60| 100| 25
230|DULCE AROMA    |NORMAL  |    0|  95| 40
231|COLA FÉRREA    |STEEL   |   70|  75| 15
232|GARRA METAL    |STEEL   |  125| 100| 20
233|TIRO VITAL     |FIGHTING|   85| 100| 20
234|SOL MATINAL    |NORMAL  |    0|   0| 15
235|SÍNTESIS       |GRASS   |    0|   0| 40
236|LUZ LUNAR      |NORMAL  |    0|   0| 20
237|PODER OCULTO   |NORMAL  |    1|  95| 20
238|TAJO CRUZADO   |FIGHTING|   55|  95| 30
239|CICLÓN         |DRAGON  |   75|  90| 25
240|DANZA LLUVIA   |WATER   |    0|   0| 15
241|DÍA SOLEADO    |FIRE    |    0|   0| 20
242|TRITURAR       |DARK    |   85| 100| 15
243|MANTO ESPEJO   |PSYCHIC |    1| 100| 40
244|MÁS PSIQUE     |NORMAL  |    0|   0|  5
245|VEL. EXTREMA   |NORMAL  |   85|  90| 20
246|PODER PASADO   |ROCK    |   55| 100| 20
247|BOLA SOMBRA    |GHOST   |   95| 100| 40
248|PREMONICIÓN    |PSYCHIC |   95| 100| 20
249|GOLPE ROCA     |FIGHTING|  100| 100| 25
250|TORBELLINO     |WATER   |   60| 100| 15
251|PALIZA         |DARK    |  125| 100| 40
252|SORPRESA       |NORMAL  |   65|  90| 30
253|ALBOROTO       |NORMAL  |   75|  80| 15
254|RESERVA        |NORMAL  |    0|   0| 40
255|ESCUPIR        |NORMAL  |   95| 100|  5
256|TRAGAR         |NORMAL  |    0|   0| 25
257|ONDA ÍGNEA     |FIRE    |   90| 100| 20
258|GRANIZO        |ICE     |    0|   0| 15
259|TORMENTO       |DARK    |    0|  75| 15
260|CAMELO         |DARK    |    0| 100| 15
261|FUEGO FATUO    |FIRE    |    0|  95| 25
262|LEGADO         |DARK    |    0| 100| 25
263|IMAGEN         |NORMAL  |   60| 100| 20
264|PUÑO CERTERO   |FIGHTING|  100| 100| 15
265|ESTÍMULO       |NORMAL  |   50| 100| 20
266|SEÑUELO        |NORMAL  |    0|  75| 25
267|ADAPTACIÓN     |NORMAL  |    0| 100| 15
268|CARGA          |ELECTRIC|    0|  95| 20
269|MOFA           |DARK    |    0| 100| 15
270|REFUERZO       |NORMAL  |    0|  95| 10
271|TRUCO          |PSYCHIC |    0|  75| 30
272|IMITACIÓN      |PSYCHIC |    0| 100| 15
273|DESEO          |NORMAL  |    0|  95| 15
274|AYUDA          |NORMAL  |    0|  90| 15
275|ARRAIGO        |GRASS   |    0|  80| 15
276|FUERZA BRUTA   |FIGHTING|   50|  95| 20
277|CAPA MÁGICA    |PSYCHIC |    0|  85| 15
278|RECICLAJE      |NORMAL  |    0|  85| 25
279|DESQUITE       |FIGHTING|   70|  80| 30
280|DEMOLICIÓN     |FIGHTING|   80| 100| 25
281|BOSTEZO        |NORMAL  |    0|  90| 15
282|DESARME        |DARK    |   55| 100|  5
283|ESFUERZO       |NORMAL  |    1| 100| 25
284|ESTALLIDO      |FIRE    |   25|  95| 15
285|INTERCAMBIO    |PSYCHIC |    0| 100| 20
286|CERCA          |PSYCHIC |    0|  80| 35
287|ALIVIO         |NORMAL  |    0|  95| 15
288|RABIA          |GHOST   |    0| 100| 15
289|ROBO           |DARK    |    0|  95| 25
290|DAÑO SECRETO   |NORMAL  |  115|  85| 20
291|BUCEO          |WATER   |   85|  95| 15
292|EMPUJÓN        |FIGHTING|   20|  85| 40
293|CAMUFLAJE      |NORMAL  |    0|  70| 15
294|RÁFAGA         |BUG     |    0|  80| 20
295|RESPLANDOR     |PSYCHIC |   85|  95| 20
296|BOLA NEBLINA   |PSYCHIC |   35| 100| 20
297|DANZA PLUMA    |FLYING  |    0| 100| 15
298|DANZA CAOS     |NORMAL  |    0|  90| 20
299|PATADA ÍGNEA   |FIRE    |   85|  75| 15
300|CHAPOTEOLODO   |GROUND  |    0|  95| 40
301|BOLA HIELO     |ICE     |   70|  75|  5
302|BRAZO PINCHO   |GRASS   |   65| 100| 20
303|RELAJO         |NORMAL  |    0| 100| 20
304|VOZARRÓN       |NORMAL  |   70| 100| 15
305|COLMILLO VEN   |POISON  |   50| 100| 25
306|GARRA BRUTAL   |NORMAL  |   95| 100| 20
307|ANILLO ÍGNEO   |FIRE    |   95|  60| 25
308|HIDROCAÑÓN     |WATER   |   70| 100| 25
309|PUÑO METEORO   |STEEL   |  100|  80| 25
310|IMPRESIONAR    |GHOST   |   80| 100| 25
311|METEOROBOLA    |NORMAL  |  100| 100| 25
312|AROMATERAPIA   |GRASS   |    0|   0|  5
313|LLANTO FALSO   |DARK    |    0|  95| 15
314|AIRE AFILADO   |FLYING  |   30|  85|  5
315|SOFOCO         |FIRE    |   35|  85| 20
316|RASTREO        |NORMAL  |    0| 100| 15
317|TUMBA ROCAS    |ROCK    |   70| 100| 20
318|VIENTO PLATA   |BUG     |   50|  75| 10
319|ECO METÁLICO   |STEEL   |    0|  85| 25
320|SILBATO        |GRASS   |    0|  85| 10
321|COSQUILLAS     |NORMAL  |    0| 100| 20
322|MASA CÓSMICA   |PSYCHIC |    0|   0| 20
323|SALPICAR       |WATER   |  100| 100| 15
324|DOBLE RAYO     |BUG     |   55| 100| 15
325|PUÑO SOMBRA    |GHOST   |   85|   0| 25
326|PARANORMAL     |PSYCHIC |   70|  90| 25
327|GANCHO ALTO    |FIGHTING|  100|  85| 25
328|BUCLE ARENA    |GROUND  |   80|  90| 25
329|FRÍO POLAR     |ICE     |    1|  45| 20
330|AGUA LODOSA    |WATER   |   80|  80| 15
331|RECURRENTE     |GRASS   |   25|  65| 20
332|GOLPE AÉREO    |FLYING  |   75|   0| 25
333|CARÁMBANO      |ICE     |   30|  95| 35
334|DEF. FÉRREA    |STEEL   |    0|   0| 25
335|BLOQUEO        |NORMAL  |    0| 100| 20
336|AULLIDO        |NORMAL  |    0|   0|  5
337|GARRA DRAGÓN   |DRAGON  |   20|  95| 25
338|PLANTA FEROZ   |GRASS   |   65|  95| 20
339|CORPULENCIA    |FIGHTING|    0|   0| 35
340|BOTE           |FLYING  |   65|  70| 20
341|DISP. LODO     |GROUND  |   55|  80| 40
342|COLA VENENO    |POISON  |   90|  90| 10
343|ANTOJO         |NORMAL  |   85| 100| 20
344|PLACAJE ELÉC   |ELECTRIC|   60|  85| 20
345|HOJA MÁGICA    |GRASS   |   65|   0| 10
346|HIDROCHORRO    |WATER   |    0|  85| 10
347|PAZ MENTAL     |PSYCHIC |    0|   0| 15
348|HOJA AGUDA     |GRASS   |   40| 100| 20
349|DANZA DRAGÓN   |DRAGON  |    0|   0| 15
350|PEDRADA        |ROCK    |   25| 100| 25
351|ONDA VOLTIO    |ELECTRIC|  115|   0| 25
352|HIDROPULSO     |WATER   |   50|  95| 25
353|DESEO OCULTO   |STEEL   |  105|  80| 15
354|PSICOATAQUE    |PSYCHIC |   65|  95| 25

--Pokemon Movesets--
001 Bulbasaur  : CANTO at level 1, MEGACUERNO at level 1, SALPICADURA at level 1, AT. RÁPIDO at level 1, HUESOMERANG at level 4, DOBLEBOFETÓN at level 7, ARMAD. ÁCIDA at level 10, DOBLE EQUIPO at level 15, PÚAS at level 15, PISTOLA AGUA at level 20, ESCUPIR at level 25, CHISPA at level 32, MALDICIÓN at level 39, SEÑUELO at level 46
002 Ivysaur    : GOLPE at level 1, MORDISCO at level 1, NEBLINA at level 1, PATADA GIRO at level 1, ATRACCIÓN at level 4, BARRERA at level 7, ABSORBER at level 10, DESARME at level 15, DANZA DRAGÓN at level 15, HOJA AFILADA at level 22, OTRA VEZ at level 29, DEF. FÉRREA at level 38, FISURA at level 47, AGARRE at level 56
003 Venusaur   : SALPICADURA at level 1, TÓXICO at level 1, DEF. FÉRREA at level 1, BURBUJA at level 1, AT. RÁPIDO at level 4, DANZA DRAGÓN at level 7, CARÁMBANO at level 10, SUSTITUTO at level 15, FRÍO POLAR at level 15, MEGACUERNO at level 22, RAYO HIELO at level 29, DOBLE PATADA at level 41, CAMELO at level 53, PAT. S. ALTA at level 65
004 Charmander : BRAZO PINCHO at level 1, FUEGO FATUO at level 1, ATAQUE ALA at level 1, PODER PASADO at level 1, ESPORA at level 7, PSICORRAYO at level 13, RÁFAGA at level 19, MOV. ESPEJO at level 25, RAYO SOLAR at level 31, LLAMARADA at level 37, DETECCIÓN at level 43, RELEVO at level 49
005 Charmeleon : MOV. ESPEJO at level 1, MOFA at level 1, TAMBOR at level 1, BRAZO PINCHO at level 1, DRENADORAS at level 7, MÁS PSIQUE at level 13, RENCOR at level 20, RECURRENTE at level 27, PARALIZADOR at level 34, PAZ MENTAL at level 41, ENCANTO at level 48, BOTE at level 55
006 Charizard  : ESQUEMA at level 1, ESTÍMULO at level 1, ÁCIDO at level 1, VEL. EXTREMA at level 1, TORMENTO at level 7, REFUERZO at level 13, COSQUILLAS at level 20, DANZA CAOS at level 27, ANTOJO at level 34, PUÑODINÁMICO at level 36, GOLPE at level 44, TRAGAR at level 54, MEGACUERNO at level 64
007 Squirtle   : AROMATERAPIA at level 1, IMPRESIONAR at level 1, PSICOATAQUE at level 1, RAYO AURORA at level 1, SORPRESA at level 4, PORTAZO at level 7, PICO TALADRO at level 10, ONDA TRUENO at level 13, DOBLEATAQUE at level 18, PUÑO CERTERO at level 23, SOMNÍFERO at level 28, DANZA CAOS at level 33, ASCUAS at level 40, RENCOR at level 47
008 Wartortle  : METEOROBOLA at level 1, V. CORTANTE at level 1, RAYO HIELO at level 1, PUÑO MAREO at level 1, GOLPE AÉREO at level 4, PISOTÓN at level 7, AGILIDAD at level 10, ALIVIO at level 13, PLACAJE ELÉC at level 19, MALICIOSO at level 25, BOLA SOMBRA at level 31, CARÁMBANO at level 37, MEDITACIÓN at level 45, LADRÓN at level 53
009 Blastoise  : FISURA at level 1, ATAQUE FURIA at level 1, DOBLE RAYO at level 1, FUEGOSAGRADO at level 1, PUÑO CERTERO at level 4, TELARAÑA at level 7, BOFETÓN LODO at level 10, SONÁMBULO at level 13, BRAZO PINCHO at level 19, AEROCHORRO at level 25, PROTECCIÓN at level 31, LLAMARADA at level 42, FURIA DRAGÓN at level 55, ALIVIO at level 68
010 Caterpie   : DOBLEATAQUE at level 1, HIDROCHORRO at level 1, PERSECUCIÓN at level 1, PISTOLA AGUA at level 1
011 Metapod    : REFLEJO at level 1, CHISPA at level 1, ESTALLIDO at level 1, PALIZA at level 1, PUÑO HIELO at level 7
012 Butterfree : IMPACTRUENO at level 1, TRIATAQUE at level 1, TRITURAR at level 1, HIPERRAYO at level 1, FURIA DRAGÓN at level 10, MOV. ESPEJO at level 13, COSQUILLAS at level 14, PIN MISIL at level 15, BOLA NEBLINA at level 18, CHISPA at level 23, TRAGAR at level 28, BOLA HIELO at level 34, TUMBA ROCAS at level 40, LLAMARADA at level 47
013 Weedle     : HUESOMERANG at level 1, PISOTÓN at level 1, IMAGEN at level 1, RAYO at level 1
014 Kakuna     : TERREMOTO at level 1, AGILIDAD at level 1, PROTECCIÓN at level 1, DOBLE FILO at level 1, TRUENO at level 7
015 Beedrill   : TIRO VITAL at level 1, BOLA HIELO at level 1, MAGNITUD at level 1, PSICORRAYO at level 1, VELO SAGRADO at level 10, MOFA at level 15, GUILLOTINA at level 20, BESO AMOROSO at level 25, DEF. FÉRREA at level 30, ESTÍMULO at level 35, BURBUJA at level 40, HOJA AFILADA at level 45
016 Pidgey     : RUEDA FUEGO at level 1, DÍA DE PAGO at level 1, ASCUAS at level 1, PUÑO FUEGO at level 1, PATADA GIRO at level 5, IMAGEN at level 9, BOSTEZO at level 13, TRITURAR at level 19, FUERZA BRUTA at level 25, PSICOONDA at level 31, HOJA MÁGICA at level 39, MEGAPUÑO at level 47
017 Pidgeotto  : DOBLEBOFETÓN at level 1, HOJA AFILADA at level 1, AROMATERAPIA at level 1, PICO TALADRO at level 1, EMPUJÓN at level 5, COSQUILLAS at level 9, PICOTAZO at level 13, AGARRE at level 20, LANZARROCAS at level 27, ALA DE ACERO at level 34, NIEBLA at level 43, DRENADORAS at level 52
018 Pidgeot    : CARGA at level 1, AUTODESTRUC at level 1, BARRERA at level 1, ABSORBER at level 1, RAYO CONFUSO at level 5, METEOROBOLA at level 9, ATAQUE AÉREO at level 13, REPETICIÓN at level 20, ARAÑAZO at level 27, HOJA AFILADA at level 34, COSQUILLAS at level 48, AFILAR at level 62
019 Rattata    : RESERVA at level 1, PORTAZO at level 1, TELÉPATA at level 1, TRIATAQUE at level 1, DETECCIÓN at level 7, ROBO at level 13, TINIEBLAS at level 20, VELO SAGRADO at level 27, MOFA at level 34, MEGACUERNO at level 41
020 Raticate   : BURBUJA at level 1, FIJAR BLANCO at level 1, CHAPOTEOLODO at level 1, TIRO VITAL at level 1, PSICOONDA at level 7, DERRIBO at level 13, RUGIDO at level 20, COLA VENENO at level 30, PISTOLA AGUA at level 40, ANTOJO at level 50
021 Spearow    : MEGAAGOTAR at level 1, PLACAJE at level 1, DÍA SOLEADO at level 1, PSICORRAYO at level 1, BOMBA SÓNICA at level 7, LEGADO at level 13, RECICLAJE at level 19, PEDRADA at level 25, HIDROCAÑÓN at level 31, VIENTO HIELO at level 37, FURIA at level 43
022 Fearow     : GIGADRENADO at level 1, DISP. DEMORA at level 1, ATAQUE ALA at level 1, BOFETÓN LODO at level 1, PODER PASADO at level 7, BOLA HIELO at level 13, PLACAJE ELÉC at level 26, HIDROCAÑÓN at level 32, GOLPE AÉREO at level 40, ALIVIO at level 47
023 Ekans      : ADAPTACIÓN at level 1, PUÑODINÁMICO at level 1, GARRA DRAGÓN at level 1, PUÑO FUEGO at level 1, RUGIDO at level 8, PESADILLA at level 13, MAGNITUD at level 20, BOMBA SÓNICA at level 25, ARMAD. ÁCIDA at level 32, DANZA LLUVIA at level 37, AROMATERAPIA at level 37, GARRA METAL at level 37, MALICIOSO at level 44
024 Arbok      : HUESO PALO at level 1, GOLPE CUERPO at level 1, IMITACIÓN at level 1, PICO TALADRO at level 1, SILBATO at level 8, REMOLINO at level 13, TRUENO at level 20, RECUPERACIÓN at level 28, SUSTITUTO at level 38, CONTONEO at level 46, GRANIZO at level 46, ELECTROCAÑÓN at level 46, FUEGOSAGRADO at level 56
025 Pikachu    : DOBLEATAQUE at level 1, DEMOLICIÓN at level 1, ESTALLIDO at level 1, CORTEFURIA at level 1, LLANTO FALSO at level 6, RAYO AURORA at level 8, DESLUMBRAR at level 11, PICOTAZO at level 15, PLACAJE ELÉC at level 20, DIVIDE DOLOR at level 26, CORNADA at level 33, LENGÜETAZO at level 41, AYUDA at level 50
026 Raichu     : AGARRE at level 1, DISP. LODO at level 1, MALDICIÓN at level 1, RAYO BURBUJA at level 1
027 Sandshrew  : ONDA VOLTIO at level 1, PATADA ÍGNEA at level 1, REPETICIÓN at level 1, ENFADO at level 1, ULTRAPUÑO at level 6, ALIVIO at level 11, CONTONEO at level 17, ATAQUE ARENA at level 23, MÁS PSIQUE at level 30, PEDRADA at level 37, DANZA ESPADA at level 45, HOJA AGUDA at level 53
028 Sandslash  : PERFORADOR at level 1, PUÑO CERTERO at level 1, RECICLAJE at level 1, CORNADA at level 1, ATAQUE AÉREO at level 6, TORMENTO at level 11, PUÑO HIELO at level 17, PULPOCAÑÓN at level 24, ROBO at level 33, MEGACUERNO at level 42, ALBOROTO at level 52, DANZA DRAGÓN at level 62
029 Nidoran♀   : DOBLEBOFETÓN at level 1, ECO METÁLICO at level 1, ATADURA at level 1, PSICORRAYO at level 1, CLAVO CAÑÓN at level 8, VIENTO HIELO at level 12, DOBLE FILO at level 17, RESIDUOS at level 20, BOLA SOMBRA at level 23, FURIA at level 30, AT. RÁPIDO at level 38, ARAÑAZO at level 47
030 Nidorina   : PUÑO SOMBRA at level 1, PUÑO MAREO at level 1, ESFUERZO at level 1, LANZALLAMAS at level 1, DESTRUCTOR at level 8, FRUSTRACIÓN at level 12, AGILIDAD at level 18, HIDROCAÑÓN at level 22, AGARRE at level 26, TIRO VITAL at level 34, ASCUAS at level 43, PRESA at level 53
031 Nidoqueen  : PODER PASADO at level 1, OTRA VEZ at level 1, PUÑO METEORO at level 1, GOLPE KARATE at level 1, PERSECUCIÓN at level 23
032 Nidoran♂   : ATAQUE ALA at level 1, RÁFAGA at level 1, ALIVIO at level 1, ESCUPIR at level 1, ÁCIDO at level 8, CANTO at level 12, CAMELO at level 17, RESTRICCIÓN at level 20, IMAGEN at level 23, DEMOLICIÓN at level 30, V. CORTANTE at level 38, VELO SAGRADO at level 47
033 Nidorino   : IMPRESIONAR at level 1, MEGAPUÑO at level 1, ARMAD. ÁCIDA at level 1, PALIZA at level 1, HIDROBOMBA at level 8, CLAVO CAÑÓN at level 12, NIEBLA at level 18, RAPIDEZ at level 22, COLA FÉRREA at level 26, TRUCO at level 34, RELAJO at level 43, DESCANSO at level 53
034 Nidoking   : CHUPAVIDAS at level 1, DOBLEATAQUE at level 1, LEGADO at level 1, BOLA SOMBRA at level 1, ESCUPIR at level 23
035 Clefairy   : RELAJO at level 1, ÁCIDO at level 1, PUÑO SOMBRA at level 1, METEOROBOLA at level 1, RESTRICCIÓN at level 5, AZOTE at level 9, PODER OCULTO at level 13, TUMBA ROCAS at level 17, INTERCAMBIO at level 21, VENGANZA at level 25, ONDA TRUENO at level 29, EXPLOSIÓN at level 33, CORTEFURIA at level 37, ELECTROCAÑÓN at level 41, BOTE at level 45
036 Clefable   : PODER OCULTO at level 1, DOBLE RAYO at level 1, CARGA at level 1, PUÑO MAREO at level 1
037 Vulpix     : DOBLE PATADA at level 1, HOJA AFILADA at level 1, METEOROBOLA at level 1, ARAÑAZO at level 1, GARRA BRUTAL at level 5, DESLUMBRAR at level 9, LANZARROCAS at level 13, MALICIOSO at level 17, GOLPES FURIA at level 21, DULCE AROMA at level 25, PUÑO SOMBRA at level 29, SUMISIÓN at level 33, INVERSIÓN at level 37, DOBLEBOFETÓN at level 41
038 Ninetales  : FOCO ENERGÍA at level 1, RAYO AURORA at level 1, DETECCIÓN at level 1, PARANORMAL at level 1, TRUENO at level 45
039 Jigglypuff : FRUSTRACIÓN at level 1, ARRAIGO at level 1, VIENTO HIELO at level 1, BRAZO PINCHO at level 1, IMITACIÓN at level 4, CONVERSIÓN at level 9, LANZARROCAS at level 14, SUMISIÓN at level 19, CLAVO CAÑÓN at level 24, NIEVE POLVO at level 29, MEGAPATADA at level 34, DIVIDE DOLOR at level 39, DÍA SOLEADO at level 44, METEOROBOLA at level 49
040 Wigglytuff : CORNADA at level 1, CICLÓN at level 1, RESTRICCIÓN at level 1, IMAGEN at level 1
041 Zubat      : AIRE AFILADO at level 1, PODER PASADO at level 1, CONVERSIÓN at level 1, GIRO FUEGO at level 1, PARANORMAL at level 6, TELÉPATA at level 11, DISP. LODO at level 16, DESENROLLAR at level 21, RIZO DEFENSA at level 26, EXPLOSIÓN at level 31, DIVIDE DOLOR at level 36, ESPORAGODÓN at level 41, CANTO MORTAL at level 46
042 Golbat     : PAT. S. ALTA at level 1, DANZA CAOS at level 1, RAPIDEZ at level 1, HIDROBOMBA at level 1, ARAÑAZO at level 6, PERSECUCIÓN at level 11, RESIDUOS at level 16, HIDROCHORRO at level 21, HIP.COLMILLO at level 28, DESTRUCTOR at level 35, ONDA ÍGNEA at level 42, SÍNTESIS at level 49, MALDICIÓN at level 56
043 Oddish     : MANTO ESPEJO at level 1, RECICLAJE at level 1, TAMBOR at level 1, TRUENO at level 1, ATAQUE ARENA at level 7, TRITURAR at level 14, GOLPE AÉREO at level 16, HIPERRAYO at level 18, NEBLINA at level 23, ANULACIÓN at level 32, FIJAR BLANCO at level 39
044 Gloom      : AROMATERAPIA at level 1, CARÁMBANO at level 1, GIRO RÁPIDO at level 1, DÍA DE PAGO at level 1, PSÍQUICO at level 7, EXCAVAR at level 14, FIJAR BLANCO at level 16, FRÍO POLAR at level 18, V. CORTANTE at level 24, CANTO MORTAL at level 35, GANCHO ALTO at level 44
045 Vileplume  : CAMUFLAJE at level 1, COLMILLO VEN at level 1, MALDICIÓN at level 1, PISOTÓN at level 1, ESTALLIDO at level 44
046 Paras      : RELEVO at level 1, TORBELLINO at level 1, BESO AMOROSO at level 1, ATADURA at level 1, DANZA PLUMA at level 7, AULLIDO at level 13, CANTO MORTAL at level 19, RUEDA FUEGO at level 25, ALA DE ACERO at level 31, DOBLEATAQUE at level 37, BOMBA LODO at level 43, TUMBA ROCAS at level 49
047 Parasect   : DOBLE EQUIPO at level 1, HOJA AFILADA at level 1, PUÑO METEORO at level 1, PLANTA FEROZ at level 1, BLOQUEO at level 7, RAYO at level 13, HIP.COLMILLO at level 19, HUESO PALO at level 27, CAPA MÁGICA at level 35, IMPRESIONAR at level 43, ESFUERZO at level 51, DRAGOALIENTO at level 59
048 Venonat    : DÍA SOLEADO at level 1, AROMATERAPIA at level 1, MARTILLAZO at level 1, PICOTAZO at level 1, TORMENTO at level 9, RELEVO at level 17, CARA SUSTO at level 20, DRAGOALIENTO at level 25, BARRERA at level 28, PICOTAZO VEN at level 33, FUEGO FATUO at level 36, VENGANZA at level 41
049 Venomoth   : GOLPES FURIA at level 1, RECICLAJE at level 1, RAYO HIELO at level 1, PERSECUCIÓN at level 1, BOFETÓN LODO at level 1, BRAZO PINCHO at level 9, CONFUSIÓN at level 17, ATAQUE ALA at level 20, LLAMARADA at level 25, DANZA DRAGÓN at level 28, PANTALLA LUZ at level 31, IMPACTRUENO at level 36, ANILLO ÍGNEO at level 42, HIDROCAÑÓN at level 52
050 Diglett    : HIDROPULSO at level 1, FUEGOSAGRADO at level 1, PLACAJE ELÉC at level 1, TRIATAQUE at level 1, PICOTAZO VEN at level 5, KINÉTICO at level 9, BOLA NEBLINA at level 17, PSICOONDA at level 25, CUCHILLADA at level 33, AZOTE at level 41, PSÍQUICO at level 49
051 Dugtrio    : BRAZO PINCHO at level 1, BOSTEZO at level 1, CORTEFURIA at level 1, ATAQUE AÉREO at level 1, RABIA at level 5, CARGA at level 9, PSICOONDA at level 17, PATADA SALTO at level 25, LADRÓN at level 26, BOLA SOMBRA at level 38, FIJAR BLANCO at level 51, TINIEBLAS at level 64
052 Meowth     : ULTRAPUÑO at level 1, HIP.COLMILLO at level 1, CAPA MÁGICA at level 1, PLACAJE at level 1, DIVIDE DOLOR at level 11, AZOTE at level 20, REDUCCIÓN at level 28, PUÑO TRUENO at level 35, BRAZO PINCHO at level 41, TINIEBLAS at level 46, ONDA TRUENO at level 50
053 Persian    : PIN MISIL at level 1, TORBELLINO at level 1, FALSOTORTAZO at level 1, VEL. EXTREMA at level 1, ONDA VOLTIO at level 11, BOLA NEBLINA at level 20, DESCANSO at level 29, ALA DE ACERO at level 38, ESCUPIR at level 46, RECICLAJE at level 53, PATADA BAJA at level 59
054 Psyduck    : HIDROCAÑÓN at level 1, CAMPANA CURA at level 1, PSÍQUICO at level 1, BOMBA LODO at level 1, TELARAÑA at level 5, AZOTE at level 10, MOFA at level 16, MEGACUERNO at level 23, PSICOONDA at level 31, RELEVO at level 40, RESIDUOS at level 50
055 Golduck    : SILBATO at level 1, AROMATERAPIA at level 1, EXPLOSIÓN at level 1, TIRO VITAL at level 1, PALIZA at level 5, DESENROLLAR at level 10, HOJA AFILADA at level 16, GRUÑIDO at level 23, PLACAJE at level 31, GOLPE CABEZA at level 44, PISTOLA AGUA at level 58
